Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Surplus per employee count,Financial ratios,Dollars,644782,2018
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Surplus per employee count,Financial ratios,Dollars,487394,2019
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Surplus per employee count,Financial ratios,Dollars,206347,2020
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Surplus per employee count,Financial ratios,Dollars,862918,2021
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Surplus per employee count,Financial ratios,Dollars,989535,2022
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Surplus per employee count,Financial ratios,Dollars,197709,2023
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Current ratio,Financial ratios,Percent,160.3,2017
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Current ratio,Financial ratios,Percent,220.4,2018
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Current ratio,Financial ratios,Percent,195,2019
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Current ratio,Financial ratios,Percent,172.7,2020
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Current ratio,Financial ratios,Percent,172.8,2021
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Current ratio,Financial ratios,Percent,220.4,2022
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Current ratio,Financial ratios,Percent,139,2023
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Quick ratio,Financial ratios,Percent,153.8,2017
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Quick ratio,Financial ratios,Percent,212.6,2018
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Quick ratio,Financial ratios,Percent,192,2019
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Quick ratio,Financial ratios,Percent,164.6,2020
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Quick ratio,Financial ratios,Percent,167.5,2021
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Quick ratio,Financial ratios,Percent,217.7,2022
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Quick ratio,Financial ratios,Percent,135.8,2023
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Return on equity,Financial ratios,Percent,9.2,2017
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Return on equity,Financial ratios,Percent,6.4,2018
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Return on equity,Financial ratios,Percent,5.2,2019
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Return on equity,Financial ratios,Percent,2.2,2020
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Return on equity,Financial ratios,Percent,9.4,2021
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Return on equity,Financial ratios,Percent,10.3,2022
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Return on equity,Financial ratios,Percent,2.2,2023
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Return on total assets,Financial ratios,Percent,7.2,2017
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Return on total assets,Financial ratios,Percent,5.1,2018
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Return on total assets,Financial ratios,Percent,4.1,2019
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Return on total assets,Financial ratios,Percent,1.7,2020
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Return on total assets,Financial ratios,Percent,7.4,2021
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Return on total assets,Financial ratios,Percent,8.2,2022
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Return on total assets,Financial ratios,Percent,1.7,2023
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Liabilities structure,Financial ratios,Percent,78.6,2017
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Liabilities structure,Financial ratios,Percent,79.6,2018
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Liabilities structure,Financial ratios,Percent,77.8,2019
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Liabilities structure,Financial ratios,Percent,77.4,2020
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Liabilities structure,Financial ratios,Percent,78.3,2021
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Liabilities structure,Financial ratios,Percent,79.8,2022
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Liabilities structure,Financial ratios,Percent,77.2,2023
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Debt to equity ratio,Financial ratios,Percent,27.2,2017
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Debt to equity ratio,Financial ratios,Percent,25.7,2018
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Debt to equity ratio,Financial ratios,Percent,28.5,2019
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Debt to equity ratio,Financial ratios,Percent,29.1,2020
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Debt to equity ratio,Financial ratios,Percent,27.8,2021
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Debt to equity ratio,Financial ratios,Percent,25.2,2022
Table 10,Financials - Maori authorities: Non-residential property operators,ANZSIC06 class L6712,Debt to equity ratio,Financial ratios,Percent,29.5,2023
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,19,Mar-17
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,16.9,Jun-17
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,15.4,Sep-17
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,16.6,Dec-17
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,21.4,Mar-18
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,21.2,Jun-18
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,19,Sep-18
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,16,Dec-18
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,19.1,Mar-19
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,16.3,Jun-19
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,15.3,Sep-19
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,17.3,Dec-19
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,15.3,Mar-20
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,13.4,Jun-20
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,15,Sep-20
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,15.9,Dec-20
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,15.3,Mar-21
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,16,Jun-21
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,17,Sep-21
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,17,Dec-21
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,16.7,Mar-22
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,15.5,Jun-22
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,15.3,Sep-22
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,15.2,Dec-22
Table 11,Worker turnover rates,By business type,,Maori authorities,Ratio,16.2,Mar-23
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,18.3,Mar-17
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,20,Jun-17
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,17.9,Sep-17
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,18.3,Dec-17
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,21,Mar-18
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,20,Jun-18
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,18.2,Sep-18
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,18.7,Dec-18
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,19.6,Mar-19
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,20.3,Jun-19
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,19,Sep-19
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,18.9,Dec-19
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,19.6,Mar-20
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,16.7,Jun-20
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,17.5,Sep-20
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,17.8,Dec-20
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,18.9,Mar-21
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,19.7,Jun-21
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,19.9,Sep-21
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,17.9,Dec-21
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,20.1,Mar-22
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,19.3,Jun-22
Table 11,Worker turnover rates,By business type,,Other Maori enterprises,Ratio,18.4,Sep-22
