Table_Tau,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period,Footnotes
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa okiko tumau,Painga ahumoni,$(mano),2331647,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Era atu rawa,Painga ahumoni,$(mano),254044,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Era atu rawa,Painga ahumoni,$(mano),386631,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Era atu rawa,Painga ahumoni,$(mano),494998,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Era atu rawa,Painga ahumoni,$(mano),393015,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Era atu rawa,Painga ahumoni,$(mano),371912,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Era atu rawa,Painga ahumoni,$(mano),462474,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Era atu rawa,Painga ahumoni,$(mano),415140,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Era atu rawa,Painga ahumoni,$(mano),462076,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Era atu rawa,Painga ahumoni,$(mano),530602,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Etahi atu taunahatanga,Painga ahumoni,$(mano),230147,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Etahi atu taunahatanga,Painga ahumoni,$(mano),286289,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Etahi atu taunahatanga,Painga ahumoni,$(mano),261883,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Etahi atu taunahatanga,Painga ahumoni,$(mano),281330,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Etahi atu taunahatanga,Painga ahumoni,$(mano),282348,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Etahi atu taunahatanga,Painga ahumoni,$(mano),344003,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Etahi atu taunahatanga,Painga ahumoni,$(mano),458847,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Etahi atu taunahatanga,Painga ahumoni,$(mano),461459,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Etahi atu taunahatanga,Painga ahumoni,$(mano),489162,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,"Nga putea kaipupuru panga, tutanga rangatira ranei",Painga ahumoni,$(mano),1614962,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,"Nga putea kaipupuru panga, tutanga rangatira ranei",Painga ahumoni,$(mano),1980352,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,"Nga putea kaipupuru panga, tutanga rangatira ranei",Painga ahumoni,$(mano),2055688,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,"Nga putea kaipupuru panga, tutanga rangatira ranei",Painga ahumoni,$(mano),2037186,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,"Nga putea kaipupuru panga, tutanga rangatira ranei",Painga ahumoni,$(mano),1866717,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,"Nga putea kaipupuru panga, tutanga rangatira ranei",Painga ahumoni,$(mano),2128261,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,"Nga putea kaipupuru panga, tutanga rangatira ranei",Painga ahumoni,$(mano),2423507,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,"Nga putea kaipupuru panga, tutanga rangatira ranei",Painga ahumoni,$(mano),2596939,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,"Nga putea kaipupuru panga, tutanga rangatira ranei",Painga ahumoni,$(mano),2794154,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga Rawa Katoa,Painga ahumoni,$(mano),1928720,2012,1 me 2 me 3 me 4 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga Rawa Katoa,Painga ahumoni,$(mano),2368965,2013,1 me 2 me 3 me 4 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga Rawa Katoa,Painga ahumoni,$(mano),2421336,2014,1 me 2 me 3 me 4 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga Rawa Katoa,Painga ahumoni,$(mano),2438911,2015,1 me 2 me 3 me 4 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga Rawa Katoa,Painga ahumoni,$(mano),2303580,2016,1 me 2 me 3 me 4 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga Rawa Katoa,Painga ahumoni,$(mano),2611474,2017,1 me 2 me 3 me 4 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga Rawa Katoa,Painga ahumoni,$(mano),3032862,2018,1 me 2 me 3 me 4 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga Rawa Katoa,Painga ahumoni,$(mano),3226288,2019,1 me 2 me 3 me 4 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga Rawa Katoa,Painga ahumoni,$(mano),3473855,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke o nga tutanga me nga taunahatanga,Painga ahumoni,$(mano),1928720,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke o nga tutanga me nga taunahatanga,Painga ahumoni,$(mano),2368965,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke o nga tutanga me nga taunahatanga,Painga ahumoni,$(mano),2421336,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke o nga tutanga me nga taunahatanga,Painga ahumoni,$(mano),2438911,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke o nga tutanga me nga taunahatanga,Painga ahumoni,$(mano),2303580,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke o nga tutanga me nga taunahatanga,Painga ahumoni,$(mano),2611474,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke o nga tutanga me nga taunahatanga,Painga ahumoni,$(mano),3032862,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke o nga tutanga me nga taunahatanga,Painga ahumoni,$(mano),3226288,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke o nga tutanga me nga taunahatanga,Painga ahumoni,$(mano),3473855,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga o naianei,Nga owehenga ahumoni,%,369.7,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga o naianei,Nga owehenga ahumoni,%,340.6,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga o naianei,Nga owehenga ahumoni,%,366.6,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga o naianei,Nga owehenga ahumoni,%,291.9,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga o naianei,Nga owehenga ahumoni,%,219.3,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga o naianei,Nga owehenga ahumoni,%,266.3,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga o naianei,Nga owehenga ahumoni,%,366.6,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga o naianei,Nga owehenga ahumoni,%,344.3,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga o naianei,Nga owehenga ahumoni,%,295.4,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te owehenga nama ki te tutanga,Nga owehenga ahumoni,%,19.4,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te owehenga nama ki te tutanga,Nga owehenga ahumoni,%,19.6,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te owehenga nama ki te tutanga,Nga owehenga ahumoni,%,17.8,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te owehenga nama ki te tutanga,Nga owehenga ahumoni,%,19.7,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te owehenga nama ki te tutanga,Nga owehenga ahumoni,%,23.4,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te owehenga nama ki te tutanga,Nga owehenga ahumoni,%,22.7,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te owehenga nama ki te tutanga,Nga owehenga ahumoni,%,25.1,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te owehenga nama ki te tutanga,Nga owehenga ahumoni,%,24.2,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te owehenga nama ki te tutanga,Nga owehenga ahumoni,%,24.3,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te anga o nga taunahatanga,Nga owehenga ahumoni,%,83.7,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te anga o nga taunahatanga,Nga owehenga ahumoni,%,83.6,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te anga o nga taunahatanga,Nga owehenga ahumoni,%,84.9,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te anga o nga taunahatanga,Nga owehenga ahumoni,%,83.5,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te anga o nga taunahatanga,Nga owehenga ahumoni,%,81,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te anga o nga taunahatanga,Nga owehenga ahumoni,%,81.5,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te anga o nga taunahatanga,Nga owehenga ahumoni,%,79.9,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te anga o nga taunahatanga,Nga owehenga ahumoni,%,80.5,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te anga o nga taunahatanga,Nga owehenga ahumoni,%,80.4,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga hohoro,Nga owehenga ahumoni,%,146.7,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga hohoro,Nga owehenga ahumoni,%,114.7,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga hohoro,Nga owehenga ahumoni,%,143.5,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga hohoro,Nga owehenga ahumoni,%,114.2,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga hohoro,Nga owehenga ahumoni,%,74,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga hohoro,Nga owehenga ahumoni,%,90.9,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga hohoro,Nga owehenga ahumoni,%,165.8,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga hohoro,Nga owehenga ahumoni,%,147.7,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Owehenga hohoro,Nga owehenga ahumoni,%,145.2,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga tutanga,Nga owehenga ahumoni,%,2.6,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga tutanga,Nga owehenga ahumoni,%,1.4,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga tutanga,Nga owehenga ahumoni,%,3.1,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga tutanga,Nga owehenga ahumoni,%,1.2,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga tutanga,Nga owehenga ahumoni,%,1.3,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga tutanga,Nga owehenga ahumoni,%,2.7,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga tutanga,Nga owehenga ahumoni,%,3.6,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga tutanga,Nga owehenga ahumoni,%,2.3,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga tutanga,Nga owehenga ahumoni,%,1.8,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga rawa katoa,Nga owehenga ahumoni,%,2.2,2012,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga rawa katoa,Nga owehenga ahumoni,%,1.2,2013,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga rawa katoa,Nga owehenga ahumoni,%,2.6,2014,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga rawa katoa,Nga owehenga ahumoni,%,1,2015,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga rawa katoa,Nga owehenga ahumoni,%,1.1,2016,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga rawa katoa,Nga owehenga ahumoni,%,2.2,2017,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga rawa katoa,Nga owehenga ahumoni,%,2.9,2018,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga rawa katoa,Nga owehenga ahumoni,%,1.9,2019,1 me 2 me 3 me 4
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua mo nga rawa katoa,Nga owehenga ahumoni,%,1.4,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tuwhene ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,39100,2012,1 me 2 me 3 me 4 me 9
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tuwhene ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,25100,2013,1 me 2 me 3 me 4 me 9
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tuwhene ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,55000,2014,1 me 2 me 3 me 4 me 9
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tuwhene ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,21700,2015,1 me 2 me 3 me 4 me 9
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tuwhene ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,21100,2016,1 me 2 me 3 me 4 me 9
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tuwhene ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,41500,2017,1 me 2 me 3 me 4 me 9
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tuwhene ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,61400,2018,1 me 2 me 3 me 4 me 9
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tuwhene ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,46000,2019,1 me 2 me 3 me 4 me 9
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tuwhene ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,28500,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,293400,2012,1 me 2 me 3 me 4 me 9
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,267300,2013,1 me 2 me 3 me 4 me 9
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,302600,2014,1 me 2 me 3 me 4 me 9
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,270800,2015,1 me 2 me 3 me 4 me 9
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,252700,2016,1 me 2 me 3 me 4 me 9
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,248900,2017,1 me 2 me 3 me 4 me 9
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,310400,2018,1 me 2 me 3 me 4 me 9
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,348600,2019,1 me 2 me 3 me 4 me 9
Ripanga 6,Nga Taipitopito Ahumoni – Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,290700,2020,1 me 2 me 3 me 4 me 5 me 6 me 7 me 8
Ripanga 7,Nga Taipitopito Ahumoni – Nga uepu Maori: Nga kaiwhakahaere rawa ehara i te kainga noho,ANZSIC06 momo L6712,Te hekenga wariu,Painga ahumoni,$(mano),4535,2012,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni – Nga uepu Maori: Nga kaiwhakahaere rawa ehara i te kainga noho,ANZSIC06 momo L6712,Te hekenga wariu,Painga ahumoni,$(mano),5034,2013,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni – Nga uepu Maori: Nga kaiwhakahaere rawa ehara i te kainga noho,ANZSIC06 momo L6712,Te hekenga wariu,Painga ahumoni,$(mano),9914,2014,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni – Nga uepu Maori: Nga kaiwhakahaere rawa ehara i te kainga noho,ANZSIC06 momo L6712,Te hekenga wariu,Painga ahumoni,$(mano),9519,2015,1 me 2 me 3 me 4
